messier_id,ngc_id,v_mag,type,comments,ra,dec,ref,is_up
,IC 5000,,Gx,GALAXY,20.373,6.433,,
,IC 5001,,Gx,GALAXY,20.438,-54.783,,
,IC 5002,,Gx,GALAXY,20.445,-54.8,,
,IC 5003,,U,UNIDENTIFIED,20.42,-29.867,,
,IC 5004,,U,UNIDENTIFIED,20.423,-30.867,,
,IC 5005,,Gx,GALAXY,20.422,-25.833,,
,IC 5006,12.0,Gx,GALAXY,20.395,6.45,,
,IC 5007,,U,UNIDENTIFIED,20.427,-29.7,,
,IC 5008,,Gx,GALAXY,20.545,-72.7,,
,IC 5009,,U,UNIDENTIFIED,20.543,-72.167,,
,IC 501,15.0,Gx,GALAXY,8.313,24.533,,
,IC 5010,,U,UNIDENTIFIED,20.517,-65.917,,
,IC 5011,,Gx,GALAXY,20.477,-36.033,,
,IC 5012,,Gx,GALAXY,20.492,-56.75,,
,IC 5013,,Gx,GALAXY,20.477,-36.033,,
,IC 5014,,U,UNIDENTIFIED,20.588,-73.467,,
,IC 5015,,U,UNIDENTIFIED,20.477,-31.7,,
,IC 5016,,U,UNIDENTIFIED,20.593,-72.917,,
,IC 5017,,Gx,GALAXY,20.535,-57.583,,
,IC 5018,,Gx,GALAXY,20.37,-38.3,,
,IC 5019,,Gx,GALAXY,20.513,-36.083,,
,IC 502,15.0,Gx,GALAXY,8.367,8.75,,
,IC 5020,13.0,Gx,GALAXY,20.51,-33.483,,
,IC 5021,,U,UNIDENTIFIED,20.558,-54.517,,
,IC 5022,,Gx,GALAXY,20.685,-76.45,,
,IC 5023,,U,UNIDENTIFIED,20.635,-67.183,,
,IC 5024,,U,UNIDENTIFIED,20.668,-71.1,,
,IC 5025,,Gx,GALAXY,20.75,-76.983,,
,IC 5026,,Gx,GALAXY,20.808,-78.067,,
,IC 5027,,U,UNIDENTIFIED,20.685,-55.483,,
,IC 5028,,Gx,GALAXY,20.723,-65.65,,
,IC 5029,,?,UNIDENTIFIED,20.672,-29.833,,
,IC 503,14.0,Gx,GALAXY,8.37,3.25,,
,IC 5030,,U,UNIDENTIFIED,20.677,-29.85,,
,IC 5031,,?,UNIDENTIFIED,20.755,-67.533,,
,IC 5032,,U,UNIDENTIFIED,20.757,-67.533,,
,IC 5033,,U,UNIDENTIFIED,20.73,-57.317,,
,IC 5034,,Gx,GALAXY,20.728,-57.033,,
,IC 5035,,U,UNIDENTIFIED,20.738,-57.133,,
,IC 5036,,U,UNIDENTIFIED,20.745,-57.617,,
,IC 5037,,U,UNIDENTIFIED,20.76,-58.433,,
,IC 5038,,U,UNIDENTIFIED,20.782,-65.017,,
,IC 5039,12.6,Gx,GALAXY,20.72,-29.85,,
,IC 504,14.0,Gx,GALAXY,8.377,4.25,,
,IC 5040,,U,UNIDENTIFIED,20.872,-76.667,,
,IC 5041,,Gx,GALAXY,20.727,-29.7,,
,IC 5042,,U,UNIDENTIFIED,20.797,-65.083,,
,IC 5043,,U,UNIDENTIFIED,20.778,-56.983,,
,IC 5044,,U,UNIDENTIFIED,20.843,-71.95,,
,IC 5045,,U,UNIDENTIFIED,20.845,-71.967,,
,IC 5046,,Gx,GALAXY,20.72,-29.85,,
,IC 5047,,Gx,GALAXY,20.727,-29.7,,
,IC 5048,,U,UNIDENTIFIED,20.86,-71.8,,
,IC 5049,,Gx,GALAXY,20.79,-38.417,,
,IC 505,15.0,Gx,GALAXY,8.388,4.367,,
,IC 5050,14.0,Gx,GALAXY,20.755,-5.65,,
,IC 5051,,U,UNIDENTIFIED,20.872,-71.783,,
,IC 5052,12.0,Gx,GALAXY,20.868,-69.2,,
,IC 5053,,Gx,GALAXY,20.893,-71.133,,
,IC 5054,,Gx,GALAXY,20.895,-71.017,,
,IC 5055,,U,UNIDENTIFIED,20.882,-68.45,,
,IC 5056,,U,UNIDENTIFIED,20.817,-39.183,,
,IC 5057,,SS,STAR,20.787,0.317,,
,IC 5058,,SS,STAR,20.79,0.483,,
,IC 5059,,U,UNIDENTIFIED,20.855,-57.683,,
,IC 506,15.0,Gx,GALAXY,8.39,4.3,,
,IC 5060,,U,UNIDENTIFIED,20.91,-71.633,,
,IC 5061,,TS,STAR,20.793,0.333,,
,IC 5062,,DS,STAR,20.803,-8.367,,
,IC 5063,12.0,Gx,GALAXY,20.867,-57.083,,
,IC 5064,,Gx,GALAXY,20.877,-57.233,,
,IC 5065,,Gx,GALAXY,20.863,-29.85,,
,IC 5066,,U,UNIDENTIFIED,20.952,-73.15,,
,IC 5067,,U,UNIDENTIFIED,20.797,44.367,,
,IC 5068,,Nb,REFLECTION NEBULA,20.847,42.517,,
,IC 5069,,U,UNIDENTIFIED,21.0,-71.8,,
,IC 507,,?,UNIDENTIFIED,8.427,-0.45,,
,IC 5070,,Nb,REFLECTION NEBULA,20.847,44.35,,
,IC 5071,,Gx,GALAXY,21.022,-72.65,,
,IC 5072,,U,UNIDENTIFIED,21.033,-72.983,,
,IC 5073,,Gx,GALAXY,21.055,-72.683,,
,IC 5074,,U,UNIDENTIFIED,21.015,-63.133,,
,IC 5075,,U,UNIDENTIFIED,21.075,-71.85,,
,IC 5076,,Nb,REFLECTION NEBULA,20.932,47.417,,
,IC 5077,,U,UNIDENTIFIED,21.15,-73.65,,
,IC 5078,,Gx,GALAXY,21.043,-16.817,,
,IC 5079,,OC,OPEN STAR CLUSTER,21.092,-56.25,,
,IC 508,15.0,Gx,GALAXY,8.473,25.117,,
,IC 5080,16.0,Gx,GALAXY,21.042,19.217,,
,IC 5081,,U,UNIDENTIFIED,21.05,19.2,,
,IC 5082,,U,UNIDENTIFIED,21.078,-12.35,,
,IC 5083,15.0,Gx,GALAXY,21.063,11.767,,
,IC 5084,,Gx,GALAXY,21.153,-63.283,,
,IC 5085,,U,UNIDENTIFIED,21.223,-74.1,,
,IC 5086,,Gx,GALAXY,21.142,-29.767,,
,IC 5087,,Gx,GALAXY,21.238,-73.767,,
,IC 5088,,Gx,GALAXY,21.157,-22.883,,
,IC 5089,,U,UNIDENTIFIED,21.183,-3.85,,
,IC 509,,Gx,GALAXY,8.533,24.0,,
,IC 5090,14.0,Gx,GALAXY,21.193,-2.033,,
,IC 5091,,U,UNIDENTIFIED,21.295,-70.65,,
,IC 5092,,Gx,GALAXY,21.27,-64.467,,
,IC 5093,,U,UNIDENTIFIED,21.313,-70.633,,
,IC 5094,,Gx,GALAXY,21.297,-66.433,,
,IC 5095,,U,UNIDENTIFIED,21.288,-59.933,,
,IC 5096,,Gx,GALAXY,21.307,-63.767,,
,IC 5097,,TS,STAR,21.25,4.45,,
,IC 5098,,DS,STAR,21.25,4.483,,
,IC 5099,,U,UNIDENTIFIED,21.365,-71.0,,
,IC 51,13.0,Gx,GALAXY,0.773,-13.433,,
,IC 510,15.0,Gx,GALAXY,8.535,-2.167,,
,IC 5100,,Gx,GALAXY,21.362,-65.933,,
,IC 5101,,Gx,GALAXY,21.365,-65.833,,
,IC 5102,,U,UNIDENTIFIED,21.438,-73.317,,
,IC 5103,,Gx,GALAXY,21.487,-74.067,,
,IC 5104,14.0,Gx,GALAXY,21.358,21.233,,
,IC 5105,11.5,Gx,GALAXY,21.407,-40.617,,
,IC 5106,,Gx,GALAXY,21.477,-70.833,,
,IC 5107,,U,UNIDENTIFIED,21.472,-65.733,,
,IC 5108,,Gx,GALAXY,21.548,-72.667,,
,IC 5109,,U,UNIDENTIFIED,21.565,-74.1,,
,IC 511,,Gx,GALAXY,8.68,73.483,,
,IC 5110,,U,UNIDENTIFIED,21.51,-59.983,,
,IC 5111,15.0,Gx,GALAXY,21.47,2.483,,
,IC 5112,,OC,OPEN STAR CLUSTER,21.492,6.783,,
,IC 5113,,OC,OPEN STAR CLUSTER,21.495,6.817,,
,IC 5114,,Gx,GALAXY,21.568,-36.65,,
,IC 5115,,U,UNIDENTIFIED,21.508,11.783,,
,IC 5116,,U,UNIDENTIFIED,21.618,-70.983,,
,IC 5117,13.0,Pl,PLANETARY NEBULA,21.542,44.583,,
,IC 5118,,U,UNIDENTIFIED,21.672,-71.383,,
,IC 5119,15.0,Gx,GALAXY,21.567,21.817,,
,IC 512,12.0,Gx,GALAXY,9.067,85.5,,
,IC 5120,,Gx,GALAXY,21.647,-64.35,,
,IC 5121,,Gx,GALAXY,21.688,-63.917,,
,IC 5122,,U,UNIDENTIFIED,21.663,-22.4,,
,IC 5123,,Gx,GALAXY,21.747,-72.417,,
,IC 5124,,U,UNIDENTIFIED,21.665,-22.433,,
,IC 5125,,Gx,GALAXY,21.697,-52.767,,
,IC 5126,,U,UNIDENTIFIED,21.668,-5.367,,
,IC 5127,,U,UNIDENTIFIED,21.663,6.233,,
,IC 5128,,U,UNIDENTIFIED,21.712,-39.0,,
,IC 5129,,U,UNIDENTIFIED,21.797,-65.383,,
,IC 513,14.0,Gx,GALAXY,8.55,-12.35,,
,IC 5130,,Gx,GALAXY,21.84,-74.0,,
,IC 5131,12.4,Gx,GALAXY,21.79,-34.883,,
,IC 5132,,U,UNIDENTIFIED,21.705,66.133,,
,IC 5133,,U,UNIDENTIFIED,21.707,66.15,,
,IC 5134,,U,UNIDENTIFIED,21.717,66.1,,
,IC 5135,12.3,Gx,GALAXY,21.805,-34.95,,
,IC 5136,,U,UNIDENTIFIED,21.813,-33.65,,
,IC 5137,,U,UNIDENTIFIED,21.86,-65.583,,
,IC 5138,,U,UNIDENTIFIED,21.892,-68.95,,
,IC 5139,,Gx,GALAXY,21.84,-31.0,,
,IC 514,15.0,Gx,GALAXY,8.59,-2.05,,
,IC 5140,,Gx,GALAXY,21.905,-67.333,,
,IC 5141,,Gx,GALAXY,21.888,-59.5,,
,IC 5142,,Gx,GALAXY,21.922,-65.517,,
,IC 5143,,U,UNIDENTIFIED,21.938,-49.05,,
,IC 5144,,U,UNIDENTIFIED,21.898,15.1,,
,IC 5145,,U,UNIDENTIFIED,21.903,15.217,,
,IC 5146,7.2,C+N,OPEN STAR CLUSTER,21.89,47.267,,
,IC 5147,,Gx,GALAXY,21.99,-65.45,,
,IC 5148,,Pl,PLANETARY NEBULA,21.992,-39.383,,
,IC 5149,,U,UNIDENTIFIED,21.978,-27.383,,
,IC 515,16.0,Gx,GALAXY,8.592,-1.9,,
,IC 5150,,U,UNIDENTIFIED,21.987,-39.417,,
,IC 5151,15.0,Gx,GALAXY,21.982,3.75,,
,IC 5152,12.0,Gx,GALAXY,22.048,-51.283,,
,IC 5153,,?,UNIDENTIFIED,22.007,17.85,,
,IC 5154,,U,UNIDENTIFIED,22.077,-66.117,,
,IC 5155,,SS,STAR,22.035,0.5,,
,IC 5156,13.0,Gx,GALAXY,22.055,-33.833,,
,IC 5157,,Gx,GALAXY,22.057,-34.933,,
,IC 5158,,Gx,GALAXY,22.107,-67.517,,
,IC 5159,,SS,STAR,22.045,0.35,,
,IC 516,16.0,Gx,GALAXY,8.597,-1.867,,
,IC 5160,15.0,Gx,GALAXY,22.053,10.933,,
,IC 5161,,U,UNIDENTIFIED,22.093,9.567,,
,IC 5162,,U,UNIDENTIFIED,22.135,-52.717,,
,IC 5163,,U,UNIDENTIFIED,22.097,27.083,,
,IC 5164,,U,UNIDENTIFIED,22.1,27.05,,
,IC 5165,,Gx,GALAXY,22.168,-64.583,,
,IC 5166,,U,UNIDENTIFIED,22.102,27.067,,
,IC 5167,,SS,STAR,22.125,-8.133,,
,IC 5168,,Gx,GALAXY,22.147,-27.85,,
,IC 5169,,Gx,GALAXY,22.17,-36.083,,
,IC 517,15.0,Gx,GALAXY,8.605,-2.067,,
,IC 5170,,Gx,GALAXY,22.208,-47.217,,
,IC 5171,,Gx,GALAXY,22.182,-46.083,,
,IC 5172,16.0,Gx,GALAXY,22.165,12.817,,
,IC 5173,,Gx,GALAXY,22.247,-69.367,,
,IC 5174,,Gx,GALAXY,22.212,-38.167,,
,IC 5175,,U,UNIDENTIFIED,22.212,-38.133,,
,IC 5176,,Gx,GALAXY,22.248,-66.85,,
,IC 5177,15.0,Gx,GALAXY,22.193,11.8,,
,IC 5178,,Gx,GALAXY,22.208,-22.95,,
,IC 5179,11.9,Gx,GALAXY,22.268,-36.833,,
,IC 518,,OC,OPEN STAR CLUSTER,8.618,0.683,,
,IC 5180,15.0,Gx,GALAXY,22.185,38.917,,
,IC 5181,11.7,Gx,GALAXY,22.223,-46.033,,
,IC 5182,,U,UNIDENTIFIED,22.268,-65.45,,
,IC 5183,,U,UNIDENTIFIED,22.257,-35.833,,
,IC 5184,,Gx,GALAXY,22.268,-36.85,,
,IC 5185,,U,UNIDENTIFIED,22.297,-65.85,,
,IC 5186,,Gx,GALAXY,22.313,-36.8,,
,IC 5187,,U,UNIDENTIFIED,22.305,-59.617,,
,IC 5188,,Gx,GALAXY,22.307,-59.633,,
,IC 5189,,SS,STAR,22.27,-5.0,,
,IC 519,15.0,Gx,GALAXY,8.677,2.6,,
,IC 5190,,Gx,GALAXY,22.317,-59.883,,
,IC 5191,,Gx,GALAXY,22.25,37.3,,
,IC 5192,,Gx,GALAXY,22.253,37.267,,
,IC 5193,,Gx,GALAXY,22.262,37.25,,
,IC 5194,,Gx,GALAXY,22.285,-15.95,,
,IC 5195,,Gx,GALAXY,22.262,37.3,,
,IC 5196,,U,UNIDENTIFIED,22.337,-65.4,,
,IC 5197,,Gx,GALAXY,22.33,-60.133,,
,IC 5198,,U,UNIDENTIFIED,22.295,-15.667,,
,IC 5199,,Gx,GALAXY,22.325,-37.533,,
,IC 52,15.0,Gx,GALAXY,0.807,4.1,,
,IC 520,13.0,Gx,GALAXY,8.895,73.483,,
,IC 5200,,U,UNIDENTIFIED,22.372,-65.75,,
,IC 5201,11.0,Gx,GALAXY,22.357,-46.067,,
,IC 5202,,Gx,GALAXY,22.382,-65.8,,
,IC 5203,,Gx,GALAXY,22.377,-59.767,,
,IC 5204,,U,UNIDENTIFIED,22.345,-14.4,,
,IC 5205,,U,UNIDENTIFIED,22.38,-59.8,,
,IC 5206,,Gx,GALAXY,22.402,-66.85,,
,IC 5207,,Gx,GALAXY,22.392,-60.567,,
,IC 5208,,Gx,GALAXY,22.41,-65.233,,
,IC 5209,,U,UNIDENTIFIED,22.385,-37.983,,
,IC 521,,U,UNIDENTIFIED,8.78,2.55,,
,IC 5210,,Gx,GALAXY,22.375,-18.867,,
,IC 5211,,U,UNIDENTIFIED,22.378,-18.883,,
,IC 5212,,Gx,GALAXY,22.392,-38.033,,
,IC 5213,,U,UNIDENTIFIED,22.417,-60.483,,
,IC 5214,,U,UNIDENTIFIED,22.395,-27.467,,
,IC 5215,,U,UNIDENTIFIED,22.45,-65.933,,
,IC 5216,,U,UNIDENTIFIED,22.412,-18.083,,
,IC 5217,13.0,Pl,PLANETARY NEBULA,22.398,50.967,,
,IC 5218,,Gx,GALAXY,22.468,-60.4,,
,IC 5219,,U,UNIDENTIFIED,22.478,-65.867,,
,IC 522,14.0,Gx,GALAXY,8.908,57.167,,
,IC 5220,,U,UNIDENTIFIED,22.47,-59.717,,
,IC 5221,,U,UNIDENTIFIED,22.482,-65.883,,
,IC 5222,,Gx,GALAXY,22.498,-65.667,,
,IC 5223,16.0,Gx,GALAXY,22.497,7.967,,
,IC 5224,,Gx,GALAXY,22.508,-46.0,,
,IC 5225,,U,UNIDENTIFIED,22.525,-25.367,,
,IC 5226,,U,UNIDENTIFIED,22.528,-24.667,,
,IC 5227,,Gx,GALAXY,22.568,-64.7,,
,IC 5228,13.0,Gx,GALAXY,22.54,-14.133,,
,IC 5229,,U,UNIDENTIFIED,22.58,-61.383,,
,IC 523,15.0,Gx,GALAXY,8.887,9.15,,
,IC 5230,,U,UNIDENTIFIED,22.593,-61.533,,
,IC 5231,15.0,Gx,GALAXY,22.567,23.35,,
,IC 5232,,U,UNIDENTIFIED,22.63,-68.867,,
,IC 5233,15.0,Gx,GALAXY,22.61,25.767,,
,IC 5234,,U,UNIDENTIFIED,22.67,-65.8,,
,IC 5235,,U,UNIDENTIFIED,22.69,-66.567,,
,IC 5236,,U,UNIDENTIFIED,22.692,-66.6,,
,IC 5237,,Gx,GALAXY,22.705,-30.05,,
,IC 5238,,U,UNIDENTIFIED,22.692,-60.75,,
,IC 5239,,Gx,GALAXY,22.518,-38.033,,
,IC 524,,U,UNIDENTIFIED,8.97,-19.183,,
,IC 5240,12.0,Gx,GALAXY,22.698,-44.8,,
,IC 5241,15.0,Gx,GALAXY,22.692,2.633,,
,IC 5242,15.0,Gx,GALAXY,22.687,23.4,,
,IC 5243,,Gx,GALAXY,22.69,23.383,,
,IC 5244,,Gx,GALAXY,22.737,-64.05,,
,IC 5245,,U,UNIDENTIFIED,22.752,-65.333,,
,IC 5246,,U,UNIDENTIFIED,22.777,-64.9,,
,IC 5247,,U,UNIDENTIFIED,22.782,-65.283,,
,IC 5248,,U,UNIDENTIFIED,22.745,-0.35,,
,IC 5249,,Gx,GALAXY,22.785,-64.833,,
,IC 525,15.0,Gx,GALAXY,9.022,-1.867,,
,IC 5250,,Gx,GALAXY,22.788,-65.05,,
,IC 5251,,SS,STAR,22.752,11.15,,
,IC 5252,,Gx,GALAXY,22.802,-68.9,,
,IC 5253,15.0,Gx,GALAXY,22.757,21.817,,
,IC 5254,,U,UNIDENTIFIED,22.767,21.117,,
,IC 5255,,U,UNIDENTIFIED,22.763,36.233,,
,IC 5256,,Gx,GALAXY,22.83,-68.7,,
,IC 5257,,U,UNIDENTIFIED,22.872,-67.433,,
,IC 5258,14.0,Gx,GALAXY,22.858,23.033,,
,IC 5259,,U,UNIDENTIFIED,22.88,36.717,,
,IC 526,15.0,Gx,GALAXY,9.043,10.833,,
,IC 5260,,Gx,GALAXY,22.905,-39.317,,
,IC 5261,,Gx,GALAXY,22.907,-20.367,,
,IC 5262,,U,UNIDENTIFIED,22.92,-33.833,,
,IC 5263,,Gx,GALAXY,22.97,-69.05,,
,IC 5264,,Gx,GALAXY,22.948,-36.55,,
,IC 5265,,Gx,GALAXY,22.953,-36.467,,
,IC 5266,,Gx,GALAXY,22.972,-65.133,,
,IC 5267,10.5,Gx,GALAXY,22.953,-43.4,,
,IC 5268,,U,UNIDENTIFIED,22.937,36.6,,
,IC 5269,13.0,Gx,GALAXY,22.962,-36.033,,
,IC 527,15.0,Gx,GALAXY,9.16,37.583,,
,IC 5270,,Gx,GALAXY,22.965,-35.85,,
,IC 5271,13.0,Gx,GALAXY,22.967,-33.75,,
,IC 5272,,U,UNIDENTIFIED,22.993,-65.183,,
,IC 5273,11.5,Gx,GALAXY,22.992,-37.7,,
,IC 5274,15.0,Gx,GALAXY,22.975,18.917,,
,IC 5275,,U,UNIDENTIFIED,22.977,18.867,,
,IC 5276,15.0,Gx,GALAXY,22.978,18.817,,
,IC 5277,,U,UNIDENTIFIED,23.032,-65.2,,
,IC 5278,,U,UNIDENTIFIED,23.01,-8.133,,
,IC 5279,,Gx,GALAXY,23.05,-69.217,,
,IC 528,15.0,Gx,GALAXY,9.157,15.8,,
,IC 5280,,Gx,GALAXY,23.063,-65.217,,
,IC 5281,,U,UNIDENTIFIED,23.04,27.033,,
,IC 5282,15.0,Gx,GALAXY,23.045,21.883,,
,IC 5283,13.8,Gx,GALAXY,23.055,8.9,,
,IC 5284,,Gx,GALAXY,23.113,19.117,,
,IC 5285,,Gx,GALAXY,23.115,22.933,,
,IC 5286,,U,UNIDENTIFIED,23.163,-68.267,,
,IC 5287,15.0,Gx,GALAXY,23.157,0.75,,
,IC 5288,,Gx,GALAXY,23.195,-68.1,,
,IC 5289,,U,UNIDENTIFIED,23.182,-32.55,,
,IC 529,13.0,Gx,GALAXY,9.308,73.767,,
,IC 5290,,Gx,GALAXY,23.215,-23.467,,
,IC 5291,16.0,Gx,GALAXY,23.228,9.217,,
,IC 5292,15.0,Gx,GALAXY,23.23,13.683,,
,IC 5293,16.0,Gx,GALAXY,23.245,25.133,,
,IC 5294,,Gx,GALAXY,23.27,-42.583,,
,IC 5295,16.0,Gx,GALAXY,23.258,25.117,,
,IC 5296,15.0,Gx,GALAXY,23.262,25.1,,
,IC 5297,16.0,Gx,GALAXY,23.267,25.017,,
,IC 5298,15.0,Gx,GALAXY,23.268,25.55,,
,IC 5299,,U,UNIDENTIFIED,23.272,20.85,,
,IC 53,,U,UNIDENTIFIED,0.842,10.617,,
,IC 530,14.0,Gx,GALAXY,9.255,11.883,,
,IC 5300,16.0,Gx,GALAXY,23.277,20.817,,
,IC 5301,,U,UNIDENTIFIED,23.313,-69.567,,
,IC 5302,,Gx,GALAXY,23.327,-64.567,,
,IC 5303,,DS,STAR,23.298,0.267,,
,IC 5304,,U,UNIDENTIFIED,23.303,-10.3,,
,IC 5305,15.0,Gx,GALAXY,23.3,10.267,,
,IC 5306,,U,UNIDENTIFIED,23.302,10.25,,
,IC 5307,16.0,Gx,GALAXY,23.303,10.217,,
,IC 5308,12.0,Gx,GALAXY,23.322,-42.267,,
,IC 5309,,U,UNIDENTIFIED,23.32,7.983,,
,IC 531,15.0,Gx,GALAXY,9.298,-0.283,,
,IC 5310,,U,UNIDENTIFIED,23.347,-22.15,,
,IC 5311,,SS,STAR,23.343,17.267,,
,IC 5312,,U,UNIDENTIFIED,23.35,19.317,,
,IC 5313,,Gx,GALAXY,23.367,-42.483,,
,IC 5314,15.0,Gx,GALAXY,23.352,19.283,,
,IC 5315,15.0,Gx,GALAXY,23.355,25.367,,
,IC 5316,,U,UNIDENTIFIED,23.365,21.217,,
,IC 5317,15.0,Gx,GALAXY,23.39,21.15,,
,IC 5318,14.0,Gx,GALAXY,23.4,-11.883,,
,IC 5319,,U,UNIDENTIFIED,23.413,14.0,,
,IC 532,,?,UNIDENTIFIED,9.317,-16.767,,
,IC 5320,,U,UNIDENTIFIED,23.457,-67.75,,
,IC 5321,14.0,Gx,GALAXY,23.438,-17.967,,
,IC 5322,,U,UNIDENTIFIED,23.458,-67.75,,
,IC 5323,,Gx,GALAXY,23.46,-67.817,,
,IC 5324,,Gx,GALAXY,23.472,-67.817,,
,IC 5325,12.0,Gx,GALAXY,23.478,-41.317,,
,IC 5326,14.0,Gx,GALAXY,23.492,-28.8,,
,IC 5327,,U,UNIDENTIFIED,23.505,-13.583,,
,IC 5328,12.0,Gx,GALAXY,23.553,-45.033,,
,IC 5329,16.0,Gx,GALAXY,23.555,21.233,,
,IC 533,,U,UNIDENTIFIED,9.34,-4.0,,
,IC 5330,,U,UNIDENTIFIED,23.558,-2.867,,
,IC 5331,15.0,Gx,GALAXY,23.558,21.133,,
,IC 5332,10.6,Gx,GALAXY,23.575,-36.1,,
,IC 5333,,Gx,GALAXY,23.582,-65.4,,
,IC 5334,14.0,Gx,GALAXY,23.578,-4.517,,
,IC 5335,,Gx,GALAXY,23.597,-67.4,,
,IC 5336,,U,UNIDENTIFIED,23.605,21.083,,
,IC 5337,,Gx,GALAXY,23.607,21.15,,
,IC 5338,13.8,Gx,GALAXY,23.608,21.15,,
,IC 5339,,Gx,GALAXY,23.635,-68.45,,
,IC 534,15.0,Gx,GALAXY,9.353,3.15,,
,IC 5340,,U,UNIDENTIFIED,23.643,-4.867,,
,IC 5341,,Gx,GALAXY,23.64,26.983,,
,IC 5342,,Gx,GALAXY,23.643,27.017,,
,IC 5343,14.0,Gx,GALAXY,23.657,-22.517,,
,IC 5344,,U,UNIDENTIFIED,23.655,-4.967,,
,IC 5345,14.0,Gx,GALAXY,23.66,-22.417,,
,IC 5346,16.0,Gx,GALAXY,23.683,24.95,,
,IC 5347,16.0,Gx,GALAXY,23.692,24.883,,
,IC 5348,,Gx,GALAXY,23.75,-42.917,,
,IC 5349,15.0,Gx,GALAXY,23.772,-28.0,,
,IC 535,16.0,Gx,GALAXY,9.37,-1.05,,
,IC 5350,15.0,Gx,GALAXY,23.787,-27.967,,
,IC 5351,,U,UNIDENTIFIED,23.788,-2.3,,
,IC 5352,,U,UNIDENTIFIED,23.79,-2.267,,
,IC 5353,,Gx,GALAXY,23.792,-28.117,,
,IC 5354,,U,UNIDENTIFIED,23.792,-28.133,,
,IC 5355,14.0,Gx,GALAXY,23.787,32.8,,
,IC 5356,15.0,Gx,GALAXY,23.792,-2.317,,
,IC 5357,,U,UNIDENTIFIED,23.79,-2.3,,
,IC 5358,,Gx,GALAXY,23.795,-28.133,,
,IC 5359,15.0,Gx,GALAXY,23.795,-2.283,,
,IC 536,15.0,Gx,GALAXY,9.41,25.117,,
,IC 5360,,U,UNIDENTIFIED,23.798,-37.067,,
,IC 5361,14.0,Gx,GALAXY,23.857,-13.383,,
,IC 5362,,Gx,GALAXY,23.86,-28.367,,
,IC 5363,,U,UNIDENTIFIED,23.87,-28.633,,
,IC 5364,,U,UNIDENTIFIED,23.937,-29.067,,
,IC 5365,,U,UNIDENTIFIED,23.96,-37.017,,
,IC 5366,,?,UNIDENTIFIED,23.962,52.783,,
,IC 5367,,U,UNIDENTIFIED,23.978,22.433,,
,IC 5368,,U,UNIDENTIFIED,23.988,6.867,,
,IC 5369,,U,UNIDENTIFIED,23.997,32.683,,
,IC 537,14.0,Gx,GALAXY,9.423,-12.383,,
,IC 5370,15.0,Gx,GALAXY,0.002,32.75,,
,IC 5371,,U,UNIDENTIFIED,0.003,32.817,,
,IC 5372,15.0,Gx,GALAXY,0.007,32.783,,
,IC 5373,15.0,Gx,GALAXY,0.007,32.783,,
,IC 5374,,U,UNIDENTIFIED,0.018,4.5,,
,IC 5375,14.0,Gx,GALAXY,0.018,4.517,,
,IC 5376,15.0,Gx,GALAXY,0.023,34.533,,
,IC 5377,16.0,Gx,GALAXY,0.035,16.6,,
,IC 5378,,U,UNIDENTIFIED,0.043,16.617,,
,IC 5379,,U,UNIDENTIFIED,0.045,16.583,,
,IC 538,,Gx,GALAXY,9.457,23.017,,
,IC 5380,,U,UNIDENTIFIED,0.045,-66.183,,
,IC 5381,,Gx,GALAXY,0.053,15.967,,
,IC 5382,,U,UNIDENTIFIED,0.057,-65.183,,
,IC 5383,,U,UNIDENTIFIED,0.063,16.0,,
,IC 5384,15.0,Gx,GALAXY,0.07,-11.967,,
,IC 5385,,U,UNIDENTIFIED,0.107,-0.067,,
,IC 5386,,U,UNIDENTIFIED,0.108,-3.717,,
,IC 539,14.0,Gx,GALAXY,9.485,-2.55,,
,IC 54,,DS,STAR,0.847,-2.283,,
,IC 540,15.0,Gx,GALAXY,9.503,7.9,,
,IC 541,,U,UNIDENTIFIED,9.508,-4.25,,
,IC 542,15.0,Gx,GALAXY,9.52,-13.167,,
,IC 543,13.0,Gx,GALAXY,9.515,-14.733,,
,IC 544,15.0,Gx,GALAXY,9.598,24.9,,
,IC 545,15.0,Gx,GALAXY,9.602,24.95,,
,IC 546,14.0,Gx,GALAXY,9.582,-16.383,,
,IC 547,13.0,Gx,GALAXY,9.603,-12.417,,
,IC 548,15.0,Gx,GALAXY,9.638,9.433,,
,IC 549,,U,UNIDENTIFIED,9.678,3.983,,
,IC 55,14.0,Gx,GALAXY,0.862,7.717,,
,IC 550,14.0,Gx,GALAXY,9.675,-6.933,,
,IC 551,14.0,Gx,GALAXY,9.682,6.933,,
,IC 552,14.0,Gx,GALAXY,9.688,10.633,,
,IC 553,,Gx,GALAXY,9.678,-5.433,,
,IC 554,,U,UNIDENTIFIED,9.697,12.433,,
,IC 555,14.0,Gx,GALAXY,9.698,12.283,,
,IC 556,14.0,Gx,GALAXY,9.728,11.067,,
,IC 557,15.0,Gx,GALAXY,9.735,10.983,,
,IC 558,15.0,Gx,GALAXY,9.75,29.45,,
,IC 559,15.0,Gx,GALAXY,9.745,9.617,,
,IC 56,,Gx,GALAXY,0.858,-12.85,,
,IC 560,15.0,Gx,GALAXY,9.765,-0.267,,
,IC 561,15.0,Gx,GALAXY,9.767,3.133,,
,IC 562,,Gx,GALAXY,9.768,-3.967,,
,IC 563,,Gx,GALAXY,9.772,3.05,,
